timestamp_ms,temperature,humidity,pressure,iaq,iaq_accuracy,static_iaq,co2_equiv,breath_voc,gas_resistance,o3_ppb,no2_ppb,oaq_index,rmox_0,rmox_1,rmox_2,rmox_3,label,event_name
516264704,26.88,38.52,101153.45,141.6,3,109.2,1091.5,1.91,92219,0.14,12.624,12,1863762.75,663817,358116.938,309039.5,0,MODERATE
522284704,26.89,38.4,101154.07,144.8,3,111.2,1112.3,2,92219,0.14,12.611,12,1858913.5,661109.562,358273.75,309214.062,1,MODERATE
531314704,26.9,38.56,101156.45,140.7,3,108.6,1085.8,1.89,93807.3,0.14,12.609,12,1869681.75,662707.375,358535.219,308494.781,1,MODERATE
537334704,26.88,38.56,101156.22,145.7,3,111.8,1118.1,2.03,92219,0.14,12.581,12,1850996,661600.562,357073.938,308908.688,1,MODERATE
543354704,26.89,38.5,101157.68,149.2,3,114.1,1140.5,2.14,91526.6,0.14,12.593,12,1853743,665920.688,360583.188,307886.062,1,MODERATE
552384704,26.91,38.52,101155.76,149.8,3,114.4,1144.2,2.15,91921,0.14,12.617,12,1866543.875,660435.312,358143.062,308277.219,1,MODERATE
558404704,26.89,38.51,101155.67,149.4,3,114.1,1141.3,2.14,91921,0.14,12.68,12,1882681.625,664929.438,358378.312,308385.969,1,MODERATE
564424704,26.89,38.46,101155.18,150.5,3,114.9,1148.6,2.18,91921,0.14,12.776,12,1862028.125,661355,358299.875,308886.875,1,MODERATE
573454704,26.94,38.31,101157.74,139.8,3,107.9,1079.2,1.86,93910.5,0.14,12.804,12,1862721.75,668720.625,360319.781,309957.219,1,MODERATE
579474704,26.93,38.71,101156.82,144.4,3,110.9,1109,1.99,92119.5,0.14,12.884,12,1866892,664805.75,362407.125,309607.219,1,MODERATE
585494704,26.94,38.1,101158.22,147.7,3,113,1130.3,2.09,91921,0.14,12.934,12,1869332.625,666479.25,360952.312,310900.156,1,MODERATE
594524704,26.94,38.22,101157.43,134,3,104.2,1041.8,1.71,94014,0.14,12.961,12,1878799.75,666665.625,361692,311427.906,1,MODERATE
600544704,26.91,38.3,101161.33,131.7,3,102.7,1027,1.65,94014,0.141,13.042,12,1868634.75,670033.312,359793.75,309935.344,1,MODERATE
606564704,26.89,38.27,101161.92,130.8,3,102.1,1020.9,1.63,94169.6,0.141,13.066,12,1879857,664002.312,360398.781,311956.781,1,MODERATE
615594704,26.91,38.18,101165.09,130.6,3,102,1019.6,1.62,93910.5,0.141,13.153,12,1883388.875,667349.562,360161.875,309847.781,1,MODERATE
621614704,26.91,38.1,101161.49,135.1,3,104.9,1048.8,1.74,94325.7,0.141,13.199,12,1884804.875,670095.938,360846.781,311560.031,1,MODERATE
627634704,26.91,38.13,101163.3,139.3,3,107.6,1075.6,1.84,92318.8,0.141,13.266,13,1891914.125,665920.688,362778.625,311471.969,1,MODERATE
636664704,26.92,38.16,101166.51,134.4,3,104.4,1044.2,1.72,94273.6,0.141,13.225,12,1890844.75,668658.188,360188.188,309782.188,1,MODERATE
642684704,26.92,38.18,101165.71,134,3,104.2,1041.6,1.71,94014,0.141,13.271,13,1873529.5,669470.188,361559.781,311560.031,1,MODERATE
648704704,26.91,38.15,101164.27,140.8,3,108.5,1085.4,1.89,92219,0.141,13.285,13,1900149.625,670221.188,361612.656,311010,1,MODERATE
657735704,26.94,38.06,101167.71,136.2,3,105.5,1055.3,1.76,94273.6,0.141,13.263,13,1877391.75,667785.312,360530.469,310768.375,1,MODERATE
663754704,26.93,38.07,101166.96,141.3,3,108.8,1088.3,1.9,93807.3,0.141,13.325,13,1884804.875,667785.312,362991.094,311824.438,1,MODERATE
669774704,26.92,38.04,101168.65,143.7,3,110.4,1104,1.97,93858.8,0.141,13.346,13,1886577.625,669970.75,363576.312,310198.125,1,MODERATE
678804704,26.94,37.96,101171.48,137.2,3,106.2,1062.1,1.79,94325.7,0.141,13.307,13,1890488.5,673805.688,362619.344,311295.906,1,MODERATE
684824704,26.93,38.11,101170.59,135.9,3,105.3,1053.2,1.75,94273.6,0.141,13.279,13,1892984.625,672292.875,361216.25,312862.688,1,MODERATE
690844704,26.9,38.12,101169.42,136.1,3,105.5,1055,1.76,94065.8,0.141,13.304,13,1887998.25,671664,362592.812,311714.25,1,MODERATE
699874704,26.91,38.06,101171.16,135.8,3,105.3,1052.6,1.75,94377.9,0.141,13.36,13,1889064.75,671978.375,363629.562,311141.906,1,MODERATE
705894704,26.9,38.05,101170.88,136,3,105.4,1054.2,1.76,94430.1,0.141,13.367,13,1891201.125,673868.812,363150.594,311890.625,1,MODERATE
711914704,26.9,38.02,101173.65,136.3,3,105.6,1055.8,1.76,94273.6,0.141,13.373,13,1898353.875,673679.438,363044.281,311912.656,1,MODERATE
720944704,26.92,37.9,101172.91,137.7,3,106.5,1064.6,1.8,94273.6,0.141,13.413,13,1889420.5,670033.312,363709.469,313017.656,1,MODERATE
726964704,26.92,37.88,101175.04,138.2,3,106.8,1067.9,1.81,94273.6,0.141,13.444,13,1889064.75,672229.938,363922.656,312508.781,1,MODERATE
732984704,26.91,37.83,101173.94,138.6,3,107.1,1070.6,1.82,94325.7,0.141,13.411,13,1887998.25,673174.75,361771.375,312354.094,1,MODERATE
742014704,26.93,37.76,101177.11,138.8,3,107.2,1072,1.83,94377.9,0.141,13.463,13,1895129.125,672796.562,363363.375,313571.938,1,MODERATE
748034704,26.92,37.85,101176.05,139.9,3,107.9,1078.6,1.86,94744.6,0.141,13.511,13,1893341.75,668907.875,363150.594,312729.906,1,MODERATE
754054704,26.91,37.82,101177.07,140.2,3,108,1080.5,1.86,94587.1,0.141,13.537,13,1891201.125,675196.938,363976,312376.188,1,MODERATE
763084704,26.92,37.61,101179.47,141.5,3,108.9,1088.9,1.9,94430.1,0.141,13.471,13,1895844.875,675894.25,363709.469,313460.969,1,MODERATE
769104704,26.92,37.69,101179.16,140.4,3,108.2,1081.9,1.87,94797.3,0.141,13.457,13,1895844.875,677228.5,363682.812,313660.719,1,MODERATE
775124704,26.89,37.68,101180.25,138.5,3,107,1069.6,1.82,95486.8,0.141,13.43,13,1897995,678311.562,364376.219,313638.5,1,MODERATE
784154704,26.92,37.77,101181.92,140.8,3,108.4,1084.3,1.88,95114.2,0.141,13.433,13,1904111.25,673111.688,364483.031,312111.219,1,MODERATE
790174704,26.91,37.76,101183.62,140.2,3,108,1080.3,1.86,95008.4,0.141,13.415,13,1893699,670158.562,363496.438,313150.594,1,MODERATE
796194704,26.91,37.67,101185.41,141.5,3,108.9,1089,1.9,94849.9,0.141,13.396,13,1892270.875,675830.875,365312.25,313283.562,1,MODERATE
805224704,26.91,37.69,101183.93,141.7,3,109,1089.8,1.9,94902.7,0.141,13.431,13,1899071.75,679205.5,365473.031,313549.75,1,MODERATE
811244704,26.9,37.67,101184.81,141.8,3,109.1,1090.6,1.91,95167.3,0.141,13.464,13,1896561.125,676211.562,366332,313194.906,1,MODERATE
817284704,26.89,37.62,101185.36,141.9,3,109.1,1091.1,1.91,95167.3,0.141,13.503,13,1919008.875,673805.688,365821.688,315174.75,1,MODERATE
826314704,26.86,37.72,101185.99,140.8,3,108.4,1084.3,1.88,95326.8,0.141,13.528,13,1923776.5,676783.375,365419.438,312906.969,1,MODERATE
832334704,26.84,37.74,101185.74,140.4,3,108.2,1081.6,1.87,95486.8,0.141,13.527,13,1914627,680357.438,366762.438,314260.844,1,MODERATE
838354704,26.84,37.76,101186.27,140.9,3,108.4,1084.5,1.88,95167.3,0.141,13.487,13,1916450.625,679781.062,367058.75,315532.281,1,MODERATE
847384704,26.82,37.73,101187.98,138.7,3,107,1070.3,1.82,95754.6,0.141,13.463,13,1920473.5,676529.188,365929.062,314906.938,1,MODERATE
853404704,26.81,37.94,101189.66,138.5,3,106.9,1069.2,1.82,95754.6,0.141,13.447,13,1920840,676148.125,366547.125,314483.438,1,MODERATE
859424704,26.8,37.8,101189.21,138.8,3,107.1,1070.7,1.82,96024,0.141,13.447,13,1917911.75,685448.688,366574.031,317282.156,1,MODERATE
868454704,26.82,37.79,101191.77,137.8,3,106.4,1064.2,1.8,95862.2,0.141,13.425,13,1928196.375,683573.062,367814.344,316248.781,1,MODERATE
874474704,26.8,37.75,101190.4,139.3,3,107.4,1074.3,1.84,95754.6,0.141,13.474,13,1928196.375,675894.25,367868.375,314817.719,1,MODERATE
880494704,26.8,37.75,101191.86,139.5,3,107.5,1075.4,1.84,95540.2,0.141,13.445,13,1924879.75,682155.312,366547.125,316383.344,1,MODERATE
889524704,26.81,37.82,101192.95,139.9,3,107.8,1078.1,1.85,95593.7,0.142,13.434,13,1927458.375,682090.938,367166.562,315935.062,1,MODERATE
895544704,26.79,37.86,101193.36,140.8,3,108.4,1083.8,1.88,95754.6,0.142,13.502,13,1923409,681448.125,367463.281,316944.719,1,MODERATE
901564704,26.79,37.99,101194.37,143.3,3,110,1099.8,1.95,95008.4,0.142,13.465,13,1920473.5,685189.5,368734.5,316114.281,1,MODERATE
910594704,26.84,37.98,101197.4,143,3,109.8,1097.6,1.94,95167.3,0.142,13.462,13,1928934.875,681319.688,367787.312,316517.938,1,MODERATE
916614704,26.82,38.08,101197,142.5,3,109.4,1094,1.92,95273.5,0.142,13.448,13,1935603.625,682090.938,367193.531,316360.906,1,MODERATE
922634704,26.82,38.09,101196.98,142.3,3,109.3,1092.9,1.92,95273.5,0.142,13.49,13,1931893.5,682026.625,368138.75,315375.812,1,MODERATE
928654704,26.83,38.22,101198.77,140.9,3,108.4,1083.8,1.88,95326.8,0.142,13.462,13,1918643,681127.125,368490.656,316832.344,1,MODERATE
937684704,26.82,38.42,101202.9,140.7,3,108.2,1082.3,1.87,95008.4,0.142,13.454,13,1933005.125,677419.438,370093.031,316697.562,1,MODERATE
943704704,26.82,38.41,101201.25,141,3,108.5,1084.6,1.88,94849.9,0.142,13.4,13,1933005.125,681127.125,367841.344,316360.906,1,MODERATE
949724704,26.83,38.39,101201.38,140.7,3,108.3,1082.6,1.87,94692.1,0.142,13.375,13,1940072.5,681319.688,367274.438,315644.094,1,MODERATE
958754704,26.86,38.35,101201.73,140.9,3,108.4,1083.6,1.88,94587.1,0.142,13.396,13,1925247.75,684477.5,368111.719,316989.688,1,MODERATE
964774704,26.85,38.41,101203.06,146.6,3,112,1120.5,2.04,94169.6,0.142,13.387,13,1924511.875,679205.5,370420.031,317800.375,1,MODERATE
970794704,26.88,38.38,101205.41,145.1,3,111,1110.4,2,94065.8,0.142,13.341,13,1933746.875,680101.25,367328.375,316316.031,1,MODERATE
979824704,26.86,38.56,101205.82,142.9,3,109.6,1096.3,1.93,94065.8,0.142,13.315,13,1930783,682348.375,368247,315957.469,1,MODERATE
985844704,26.83,38.68,101205.63,141.4,3,108.7,1086.7,1.89,94169.6,0.142,13.325,13,1936719.125,680934.5,370011.344,315107.781,1,MODERATE
991864704,26.76,38.94,101203.99,141.1,3,108.4,1084.4,1.88,93858.8,0.142,13.319,13,1932263.875,684412.875,367598.25,315778.344,1,MODERATE
1000894704,26.78,38.84,101207.17,144.8,3,110.8,1108.2,1.99,92318.8,0.141,13.31,13,1931893.5,686097.312,369304.312,316854.812,1,MODERATE
1006915704,26.78,38.82,101206.02,147.7,3,112.7,1127,2.07,92020.1,0.141,13.304,13,1951326.875,683379.375,367760.312,317327.156,1,MODERATE
1012934704,26.79,38.77,101207.12,152.1,3,115.5,1155.1,2.21,92219,0.141,13.304,13,1929304.25,683766.688,368355.25,316944.719,1,MODERATE
1021964704,26.83,38.74,101207.62,155.2,3,117.5,1175.1,2.31,92020.1,0.141,13.334,13,1923409,682734.75,369820.812,317417.25,1,MODERATE
1027984704,26.83,38.77,101208.91,155.5,3,117.7,1177,2.32,91921,0.141,13.334,13,1931523.25,682863.625,369684.812,317507.344,1,MODERATE
1034004704,26.84,38.77,101209.36,155.4,3,117.6,1176.3,2.32,91822.1,0.141,13.277,13,1938953.5,687202.125,367787.312,316405.75,1,MODERATE
1043034704,26.85,38.78,101210.3,154.4,3,117,1169.8,2.28,91921,0.141,13.331,13,1941940.125,681512.375,367760.312,316024.656,1,MODERATE
1049054704,26.85,38.8,101211.45,157.1,3,118.7,1186.8,2.37,91038.4,0.141,13.265,13,1928565.5,684412.875,369358.625,316293.594,1,MODERATE
1055074704,26.82,38.94,101212.07,157.1,3,118.7,1186.7,2.37,91330.7,0.141,13.377,13,1932634.5,684089.688,369848.031,316159.094,1,MODERATE
1064104704,26.86,38.85,101215.17,158,3,119.3,1192.9,2.41,91233.1,0.141,13.389,13,1939699.375,682863.625,368951.469,316652.656,1,MODERATE
1070124704,26.87,38.83,101215.62,157.2,3,118.7,1187.3,2.38,91135.6,0.141,13.368,13,1918643,684089.688,369712,314906.938,1,MODERATE
1076144704,26.85,38.87,101214.71,156.7,3,118.4,1184.4,2.36,91233.1,0.141,13.327,13,1937835.75,678566.75,369168.562,316473.062,1,MODERATE
1085174704,26.84,38.99,101214.27,155.6,3,117.7,1177.2,2.32,91135.6,0.141,13.281,13,1928934.875,683185.875,369250,317529.844,1,MODERATE
1091194704,26.85,38.97,101214.57,153.7,3,116.5,1165,2.26,91428.6,0.141,13.313,13,1934860.625,681319.688,368653.219,317890.594,1,MODERATE
1097214704,26.84,39.01,101215.56,155.1,3,117.4,1173.7,2.3,91233.1,0.141,13.253,13,1933005.125,682412.75,368653.219,317620,1,MODERATE
1106244704,26.87,38.9,101217.76,154,3,116.7,1166.6,2.27,90941.4,0.141,13.264,13,1938953.5,682477.125,367085.688,316226.344,1,MODERATE
1112264704,26.85,39.05,101216.86,154.9,3,117.3,1172.5,2.3,90941.4,0.141,13.247,13,1921573.5,678758.25,366897.062,316450.625,1,MODERATE
1118284704,26.84,39.05,101215.44,155.5,3,117.6,1176.1,2.32,90651.6,0.141,13.301,13,1925984.125,677610.438,367355.344,315644.094,1,MODERATE
1127314704,26.87,39,101219.4,154.9,3,117.2,1172.4,2.3,90748,0.141,13.293,13,1933005.125,681448.125,367868.375,314728.562,1,MODERATE
1133344704,26.86,39.01,101217.78,154.4,3,116.9,1168.9,2.28,90748,0.141,13.351,13,1930413.125,685189.5,368274.062,315465.188,1,MODERATE
1139364704,26.85,39.04,101218.62,154.9,3,117.2,1172.1,2.3,90555.4,0.141,13.309,13,1920840,679909.062,367625.25,316383.344,1,MODERATE
1148394704,26.86,38.96,101220.08,156.1,3,118,1180.1,2.34,90459.4,0.141,13.319,13,1933005.125,679845.062,367004.844,315755.969,1,MODERATE
1154414704,26.84,39.19,101221.33,155.4,3,117.5,1175.4,2.31,90459.4,0.141,13.255,13,1925247.75,678566.75,366493.344,315711.219,1,MODERATE
1160434704,26.83,39.6,101220.55,154.7,3,117.1,1170.8,2.29,90363.6,0.141,13.252,13,1922307.375,679141.562,369413,315174.75,1,MODERATE
1169464704,26.87,39.33,101221.01,155.7,3,117.7,1177,2.32,89793.1,0.14,13.221,12,1921206.75,680677.938,367679.281,314617.094,1,MODERATE
1175484704,26.88,40.16,101223.43,156,3,117.9,1179,2.33,89604.5,0.14,13.288,13,1919374.875,685124.75,368084.656,314706.25,1,MODERATE
1181504704,26.88,39.78,101224.89,157.3,3,118.8,1187.7,2.38,89043.5,0.14,13.326,13,1931523.25,680485.625,369630.438,315420.5,1,MODERATE
1190534704,26.92,39.56,101223.06,156.6,3,118.3,1183.1,2.35,89043.5,0.14,13.34,13,1917911.75,676974.062,367949.469,314194.094,1,MODERATE
1196554704,26.93,39.43,101225.62,157.8,3,119,1190.3,2.39,88858,0.14,13.297,13,1915356.125,676719.812,366924.031,315823.125,1,MODERATE
1202574704,26.94,39.37,101226.42,157.3,3,118.7,1187.1,2.37,88858,0.14,13.25,13,1924879.75,680806.188,367625.25,314973.875,1,MODERATE
1211604704,26.97,39.23,101226.59,156.8,3,118.4,1183.8,2.36,88950.7,0.14,13.381,13,1902308.75,678694.438,367679.281,315264.094,1,MODERATE
1217624704,26.98,39.18,101225.22,157,3,118.5,1185.2,2.36,88673.4,0.14,13.436,13,1914262.5,679141.562,368870.062,313727.344,1,MODERATE
1223644704,26.99,39.15,101228.64,157.4,3,118.8,1187.6,2.38,88765.6,0.14,13.422,13,1925247.75,679461.188,364750.281,313283.562,1,MODERATE
1232674704,27.02,39.01,101227.63,155.7,3,117.7,1177,2.32,89043.5,0.14,13.49,13,1922674.5,678056.5,365955.906,313150.594,1,MODERATE
1238694704,27.03,38.98,101229.74,157.3,3,118.7,1186.9,2.37,88858,0.14,13.527,13,1913534.25,676338.562,366009.594,313505.375,1,MODERATE
1244714704,27.03,38.96,101229.89,156.7,3,118.3,1183.1,2.35,88858,0.14,13.605,13,1906639.875,671726.875,364429.625,314327.594,1,MODERATE
1253744704,27.06,38.89,101229.59,158.1,3,119.2,1191.9,2.4,88673.4,0.14,13.686,13,1910989,677801.625,365365.844,312420.375,1,MODERATE
1259764704,27.06,38.94,101229.27,160,3,120.4,1204,2.47,88673.4,0.14,13.665,13,1895487,674500.812,365982.75,312553,1,MODERATE
1265784704,27.06,38.9,101232.36,159.2,3,119.9,1199.3,2.44,88673.4,0.139,13.656,13,1897995,670471.75,363017.688,312155.375,1,MODERATE
1274814704,27.1,38.83,101233.16,159.8,3,120.3,1202.9,2.46,88489.5,0.139,13.654,13,1889776.375,670847.938,364055.969,312796.281,1,MODERATE
1280834704,27.09,38.87,101229.77,159.4,3,120,1200.3,2.45,88397.8,0.139,13.745,13,1896561.125,672607.625,362539.75,313039.812,1,MODERATE
1286854704,27.1,38.87,101232.81,159.1,3,119.8,1197.9,2.43,88673.4,0.139,13.78,13,1899071.75,671350,362858.281,312133.281,1,MODERATE
1295884704,27.12,38.8,101232.21,159.3,3,119.9,1199.4,2.44,88581.3,0.139,13.709,13,1899790.25,667598.5,361771.375,312553,1,MODERATE
1301904704,27.12,38.83,101230.6,160,3,120.4,1204,2.47,88306.3,0.139,13.787,13,1892984.625,672670.562,362592.812,311493.969,1,MODERATE
1307924704,27.12,38.96,101233.06,160.3,3,120.6,1205.9,2.48,88397.8,0.139,13.807,13,1898712.75,671538.375,362036.094,312067.062,1,MODERATE
1316954704,27.15,38.87,101232.41,160.3,3,120.6,1205.7,2.48,88397.8,0.139,13.919,13,1889064.75,671601.188,362698.969,310856.219,1,MODERATE
1322974704,27.16,38.85,101235.01,160.7,3,120.8,1208.4,2.49,88581.3,0.139,13.993,13,1883742.75,669845.562,360556.812,308734.312,1,MODERATE
1328994704,27.16,38.83,101234.63,161.2,3,121.1,1211.2,2.51,88215,0.139,13.948,13,1886222.875,664311.125,360056.656,310790.344,1,MODERATE
1338024704,27.2,38.73,101234.77,160,3,120.4,1203.6,2.46,88397.8,0.138,13.943,13,1878799.75,666044.75,362221.531,310329.594,1,MODERATE
1344044704,27.21,38.68,101235.21,160.5,3,120.6,1206.5,2.48,88306.3,0.138,13.937,13,1879504.375,668970.312,361321.938,311405.906,1,MODERATE
1350064704,27.22,38.64,101233.19,159.1,3,119.8,1197.6,2.43,88123.9,0.138,13.911,13,1882328.125,668096.812,361930.188,310329.594,1,MODERATE
1359094704,27.25,38.54,101233.88,160.1,3,120.4,1204,2.47,88123.9,0.138,13.929,13,1863415.625,668346.188,360451.438,310614.719,1,MODERATE
1365114704,27.25,38.61,101235.52,161,3,121,1209.7,2.5,87942.3,0.138,13.931,13,1878095.5,672292.875,359925.188,309694.688,1,MODERATE
1371134704,27.25,38.63,101234.05,160.9,3,120.9,1209.1,2.5,88123.9,0.138,14.006,13,1875283.5,670095.938,361454.031,309782.188,1,MODERATE
1380164704,27.26,38.62,101233.79,160.7,3,120.8,1207.7,2.49,88581.3,0.138,14.052,13,1865500.125,663446.875,360556.812,310680.562,1,MODERATE
1386184704,27.25,38.64,101237.63,162.3,3,121.8,1218,2.55,88033,0.138,14.096,13,1882328.125,667723.062,361506.906,309629.094,1,MODERATE
1392204704,27.22,38.65,101236.17,162,3,121.6,1216,2.54,88215,0.138,14.101,13,1873880,668595.812,362698.969,310241.938,1,MODERATE
1401234704,27.22,38.68,101236.5,162.2,3,121.7,1217.2,2.54,88033,0.138,14.121,13,1878447.625,671538.375,358875.531,309257.719,1,MODERATE
1407254704,27.2,38.74,101236.41,161.4,3,121.2,1212.2,2.51,88123.9,0.138,14.174,13,1879504.375,666789.875,359609.875,310351.531,1,MODERATE
1413274704,27.19,38.74,101238.27,163,3,122.2,1222.3,2.57,87851.8,0.137,14.163,13,1866892,661600.562,358561.406,309541.656,1,MODERATE
1422304704,27.2,38.65,101235.94,163.8,3,122.7,1227.2,2.6,87942.3,0.137,14.17,13,1860642.75,666044.75,360530.469,310856.219,1,MODERATE
1428324704,27.19,38.69,101237.29,163.9,3,122.8,1228.2,2.61,88123.9,0.137,14.245,13,1864457.375,665053.312,358980.312,309847.781,1,MODERATE
1434344704,27.17,38.7,101238.04,164.5,3,123.2,1231.8,2.63,88033,0.137,14.203,13,1860988.875,666976.312,359977.75,309476.125,1,MODERATE
1443374704,27.2,38.71,101236.45,163.4,3,122.5,1224.7,2.59,88123.9,0.137,14.154,13,1862375,663631.875,360293.469,307820.906,1,MODERATE
1449394704,27.18,38.76,101239.16,161.1,3,121,1210.1,2.5,88673.4,0.137,14.084,13,1848598.25,661846.312,360609.531,307907.781,1,MODERATE
1455414704,27.16,38.84,101240.39,162.1,3,121.6,1216.1,2.54,88215,0.137,14.139,13,1868634.75,663138.625,357777.562,308146.75,1,MODERATE
1461434704,27.16,38.82,101240.72,162,3,121.5,1215.3,2.53,88306.3,0.137,14.074,13,1849967.875,657383.688,360030.344,308908.688,1,MODERATE
1470464704,27.16,40.01,101240.72,159.1,3,119.7,1196.9,2.43,88123.9,0.137,14.125,13,1854775,659823.312,357908.031,307192.094,1,MODERATE
1476484704,27.17,39.63,101238.88,160.4,3,120.5,1205.1,2.47,87401.8,0.137,14.109,13,1858568,664682,358482.906,309061.312,1,MODERATE
1482504704,27.19,39.36,101241.4,162.1,3,121.6,1215.8,2.53,87134.1,0.136,14.139,13,1856497.5,662953.812,359347.375,306694.469,1,MODERATE
1491534704,27.2,39.11,101239.88,162.8,3,122,1220.3,2.56,87401.8,0.136,14.149,13,1853055.625,666355.125,360556.812,308886.875,1,MODERATE
1497554704,27.17,39.32,101239.84,161.1,3,120.9,1209.2,2.5,87491.5,0.136,14.211,13,1858222.625,660251.625,359872.625,308538.312,1,MODERATE
1503574704,27.16,39.8,101239.55,160.3,3,120.4,1204.5,2.47,87401.8,0.136,14.221,13,1863762.75,662584.25,359583.594,308603.625,1,MODERATE
1512604704,27.16,39.6,101239.55,158.9,3,119.5,1195.1,2.42,87223.2,0.136,14.254,13,1852712,663508.5,361163.469,308385.969,1,MODERATE
1518624704,27.16,39.42,101241.73,158,3,119,1189.8,2.39,87134.1,0.136,14.268,13,1858913.5,662399.688,360030.344,307582.219,1,MODERATE
1524644704,27.15,39.29,101242.08,158,3,118.9,1189.4,2.39,87312.4,0.136,14.151,13,1862721.75,665239,357647.125,308451.25,1,MODERATE
1533674704,27.16,39.14,101241.4,157.9,3,118.9,1189.1,2.39,87401.8,0.136,14.164,13,1872478.75,659945.625,359662.406,308930.469,1,MODERATE
1539694704,27.12,39.16,101238.77,157.1,3,118.3,1183.4,2.35,87401.8,0.136,14.151,13,1854775,665610.688,359504.844,307668.969,1,MODERATE
1545714704,27.12,39.12,101239.47,157.2,3,118.4,1184.1,2.36,87401.8,0.136,14.194,13,1853743,657870.5,359373.656,308190.219,1,MODERATE
1554744704,27.12,39.05,101240.09,155.1,3,117.1,1171,2.29,87761.4,0.136,14.196,13,1863415.625,659151,359137.594,308211.969,1,MODERATE
1560764704,27.12,39.09,101239.8,154.6,3,116.7,1167.4,2.27,87942.3,0.136,14.257,13,1876337.125,662769,358352.156,306910.688,1,MODERATE
1566784704,27.13,39.01,101240.4,155.1,3,117,1170.5,2.29,87942.3,0.136,14.333,14,1857532.25,661784.875,356865.812,307929.469,1,MODERATE
1575814704,27.12,39,101240.12,156.5,3,118,1179.6,2.33,87851.8,0.136,14.369,14,1858222.625,658967.875,358561.406,307300.406,1,MODERATE
1581834704,27.12,39,101243.36,157,3,118.3,1182.6,2.35,87761.4,0.136,14.337,14,1858222.625,662645.812,358273.75,308059.812,1,MODERATE
1587854704,27.11,38.97,101240.14,155,3,117,1170,2.28,88397.8,0.136,14.392,14,1857532.25,663138.625,358875.531,309061.312,1,MODERATE
1596884704,27.11,39.38,101242.61,154.5,3,116.7,1166.7,2.27,88215,0.136,14.402,14,1862721.75,660557.875,359163.812,308451.25,1,MODERATE
1602904704,27.09,39.44,101240.59,154.8,3,116.9,1168.6,2.28,87942.3,0.135,14.367,14,1857187.25,660680.438,358692.25,308494.781,1,MODERATE
1608924704,27.08,39.53,101243.25,154.6,3,116.7,1167.4,2.27,87942.3,0.135,14.283,13,1860642.75,665610.688,356813.812,307755.781,1,MODERATE
1617954704,27.09,39.35,101241.55,156.1,3,117.7,1176.9,2.32,87491.5,0.135,14.151,13,1851682.125,659273.125,359531.094,307560.531,1,MODERATE
1623974704,27.08,39.27,101241.45,154.9,3,116.9,1169.2,2.28,88123.9,0.135,14.09,13,1864110,658906.812,359058.938,307647.281,1,MODERATE
1629994704,27.08,39.27,101242.43,156.3,3,117.8,1178.1,2.33,87401.8,0.135,14.109,13,1848940.5,663940.562,358012.5,308429.5,1,MODERATE
1639024704,27.1,39.37,101242.81,153.3,3,115.9,1158.9,2.23,87942.3,0.135,14.128,13,1849282.75,661723.5,359268.688,308385.969,1,MODERATE
1645044704,27.1,39.38,101242.65,154.6,3,116.7,1167.2,2.27,87581.2,0.135,14.144,13,1847914.25,658479.812,358535.219,307972.906,1,MODERATE
1651064704,27.11,39.29,101242.62,155.1,3,117,1169.9,2.28,87851.8,0.135,14.081,13,1854430.875,660251.625,358090.844,307668.969,1,MODERATE
1660094704,27.11,39.19,101241.62,154.3,3,116.5,1164.7,2.26,88123.9,0.135,14.009,13,1840759.375,659212.062,359557.344,308995.875,1,MODERATE
1666114704,27.09,39.22,101239.93,155,3,117,1169.6,2.28,87581.2,0.135,14.006,13,1849625.125,659273.125,356787.812,306824.156,1,MODERATE
1672134704,27.08,39.2,101239.13,153.2,3,115.8,1157.7,2.22,88306.3,0.135,13.984,13,1851682.125,654534.5,357230.156,307343.719,1,MODERATE
1681164704,27.09,39.12,101241.24,153.2,3,115.8,1157.5,2.22,88123.9,0.135,13.981,13,1858222.625,662215.125,358639.875,308103.281,1,MODERATE
1687184704,27.08,39.11,101237.98,153.8,3,116.2,1161.7,2.24,88033,0.135,13.9,13,1852368.625,661170.938,359190.031,307257.062,1,MODERATE
1693204704,27.08,39.1,101241.3,153,3,115.7,1156.8,2.22,88306.3,0.135,13.912,13,1857877.375,658967.875,358064.719,306932.344,1,MODERATE
1702234704,27.08,39.08,101241.43,153.4,3,115.9,1159.3,2.23,88123.9,0.135,13.938,13,1850653.25,661355,357908.031,308538.312,1,MODERATE
1708254704,27.08,39.07,101240.46,151.8,3,114.9,1148.6,2.18,88581.3,0.135,13.941,13,1860988.875,660312.812,356138.5,306953.969,1,MODERATE
1714274704,27.08,39.07,101239.5,152.9,3,115.6,1155.9,2.21,88215,0.135,13.979,13,1847572.5,657262.062,357568.906,307408.75,1,MODERATE
1723304704,27.08,39.08,101241.12,152.7,3,115.4,1154.1,2.2,88581.3,0.135,13.964,13,1845523.875,656958.125,357699.281,306824.156,1,MODERATE
1729324704,27.06,39.11,101238.27,152.6,3,115.3,1153.5,2.2,88397.8,0.134,13.972,13,1853055.625,658175,357126,307734.094,1,MODERATE
1735344704,27.05,39.87,101239.3,155.8,3,117.4,1174.1,2.31,87401.8,0.134,13.978,13,1848598.25,658357.875,357725.375,307365.406,1,MODERATE
1744374704,27.06,39.96,101239.57,161.4,3,121,1209.8,2.5,86515.7,0.134,13.978,13,1860296.625,662215.125,357725.375,306953.969,1,MODERATE
